FEED URL	TAGS STRING	FEED DESCRIPTION	ABOUT PAGE	COMPANY GAME
youtube://frictionalgames	"frictionalgames","indie","studio","europe","pr","adventure"	Official Youtube Channel of Frictional Games	http://www.frictionalgames.com/site/about	Amnesia
twitter://senden_ogu	"fromsoftware","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of FromSoftware	http://www.fromsoftware.jp/en/corpinfo/	Dark Souls
http://www.fromsoftware.jp/rss.php	"fromsoftware","thirdparty","publisher","worldwide","pr","generic"	Official News Feed of FromSoftware	http://www.fromsoftware.jp/en/corpinfo/	Dark Souls
youtube://fromSoftwareInc	"fromsoftware","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of FromSoftware	http://www.fromsoftware.jp/en/corpinfo/	Dark Souls
twitter://frontierdev	"frontierdevelopments","independent","publisher","worldwide","pr","generic"	Official Twitter Account of Frontier Developments	http://frontier.co.uk/about/	LostWinds
facebook://140745889282372	"frontierdevelopments","independent","publisher","worldwide","pr","generic"	Official Facebook Page of Frontier Developments	http://frontier.co.uk/about/	LostWinds
youtube://frontierDevelopments	"frontierdevelopments","independent","publisher","worldwide","pr","generic"	Official Youtube Channel of Frontier Developments	http://frontier.co.uk/about/	LostWinds
facebook://253535054305	"frozenbyte","independent","studio","europe","pr","generic"	Official Facebook Page of Frozenbyte	http://frozenbyte.com/company.php	Trine
http://frozenbyte.com/blog/?feed=rss 	"frozenbyte","independent","studio","europe","pr","generic"	Official News Feed of Frozenbyte	http://frozenbyte.com/company.php	Trine
youtube://FrozenbyteGames	"frozenbyte","independent","studio","europe","pr","generic"	Official Youtube Channel Frozenbyte	http://frozenbyte.com/company.php	Trine
twitter://Frozenbyte	"frozenbyte","independent","studio","europe","pr","generic"	Official Twitter Account of Frozenbyte	http://frozenbyte.com/company.php	Trine
twitter://fumito_ueda	,,,"japan","people","generic"	Official Twitter Account of Fumito Ueda: Director & Lead designer of Ico and Shadow of the Colossus		Shadow of The Colossus
facebook://52762114248	"gamefreak","nintendo","studio","japan","pr","generic"	Official Facebook Page of GameFreak	http://www.gamefreak.co.jp/	Pokemon
http://www.gamearts.com/rss/news.xml	"gamearts","thirdparty","studio","japan","pr","generic"	Official News Feed of Game Arts	http://www.gamearts.com/company/greeting.html	Grandia
http://blog.gameloft.com/index.php/feed/	"gameloft","thirdparty","publisher","europe","pr","mobile"	Official News Feed of Gameloft	http://www.gameloft.com/corporate/company/introduction/	Nova
twitter://Gameloft	"gameloft","thirdparty","publisher","europe","pr","mobile"	Official Twitter Account of Gameloft	http://www.gameloft.com/corporate/company/introduction/	Nova
youtube://gameloft	"gameloft","thirdparty","publisher","europe","pr","mobile"	Official Facebook Page of Gameloft	http://www.gameloft.com/corporate/company/introduction/	Nova
facebook://116754005013600	"gaspoweredgames","thirdparty","studio","america","pr","rpg"	Official Facebook Page of Gas Powered Games	http://www.gaspowered.com/team.php	Dungeon Siege
twitter://GasPoweredGames	"gaspoweredgames","thirdparty","studio","america","pr","rpg"	Official Twitter Account of Gas Powered Games	http://www.gaspowered.com/team.php	Dungeon Siege
facebook://298652701947	"gearbox","independent","studio","america","pr","generic"	Official Facebook Page of Gearbox	http://www.gearboxsoftware.com/about	Borderlands series
http://www.gearboxsoftware.com/rss	"gearbox","independent","studio","america","pr","generic"	Official News Feed of Gearbox	http://www.gearboxsoftware.com/about	Borderlands series
twitter://gearboxsoftware	"gearbox","independent","studio","america","pr","generic"	Official Twitter Account of Gearbox	http://www.gearboxsoftware.com/about	Borderlands series
youtube://gearboxsoftware	"gearbox","independent","studio","america","pr","generic"	Official Youtube Channel of Gearbox	http://www.gearboxsoftware.com/about	Borderlands series
facebook://108889785816901	"grasshopper","thirdparty","studio","japan","pr","generic"	Official Facebook Page of Grasshopper Manufacture	http://www.grasshoppermanufacture.com/en/index.html	Killer7
flickr://53678041@N02	"grasshopper","thirdparty","studio","japan","pr","generic"	Official Flickr Album of Grasshopper Manufacture	http://www.grasshoppermanufacture.com/en/index.html	Killer7
http://www.grasshoppermanufacture.com/en/news/news.xml	"grasshopper","thirdparty","studio","japan","pr","generic"	Official News Feed of Grasshopper	http://www.grasshoppermanufacture.com/en/index.html	Killer7
twitter://Grasshopper_EN	"grasshopper","thirdparty","studio","japan","pr","generic"	Official Twitter Account of Grasshopper Manufacture	http://www.grasshoppermanufacture.com/en/index.html	Killer7
twitter://suda_51	,,,"japan","people","generic"	Official Twitter Account of Suda 51: Grasshopper Manufacture CEO		Killer7
youtube://GrasshopperOffline	"grasshopper","thirdparty","studio","japan","pr","generic"	Official Youtube Channel of Grasshopper	http://www.grasshoppermanufacture.com/en/index.html	Killer7
facebook://179751088724627	"guerilla","sony","studio","europe","pr","generic"	Official Facebook Page of Guerrila Games	http://www.guerrilla-games.com/	Killzone series
twitter://guerrilla_jobs	"guerilla","sony","studio","europe","pr","generic"	Official Twitter Account of Guerilla Games	http://www.guerrilla-games.com/	Killzone series
facebook://164137436960644	"haemimontgames","thirdparty","studio","europe","pr","strategy"	Official Facebook Page of Haemimont Games	http://www.haemimontgames.com/company/index.html	Tropico series
facebook://61597338747	"halbrickstudios","independent","studio","world","pr","generic"	Official Facebook Page of Halfbrick Studios	http://halfbrick.com/about-us/	Fruit Ninja
http://halfbrick.com/feed/	"halbrickstudios","independent","studio","world","pr","generic"	Official News Feed of Halfbrick Studios	http://halfbrick.com/about-us/	Fruit Ninja
twitter://Halfbrick	"halbrickstudios","independent","studio","world","pr","generic"	Official Twitter Account of Halfbrick Studios	http://halfbrick.com/about-us/	Fruit Ninja
youtube://HalfbrickStudios 	"halbrickstudios","independent","studio","world","pr","generic"	Official Youtube Channel of Halfbrick Studios	http://halfbrick.com/about-us/	Fruit Ninja
facebook://40419348133	"harmonix","independent","studio","america","pr","music"	Official Facebook Page of Harmonix Music	http://www.harmonixmusic.com/	Rock Band
twitter://Harmonix	"harmonix","independent","studio","america","pr","music"	Official Twitter Account of Harmonix Music	http://www.harmonixmusic.com/	Rock Band
youtube://HarmonixMusic	"harmonix","independent","studio","america","pr","music"	Official Youtube Channel of Harmonix Music	http://www.harmonixmusic.com/	Rock Band
facebook://102819309811616	"hbstudios","thirdparty","studio","america","pr","generic"	Official Facebook Page of Hb Studios	http://www.hb-studios.com/#about	Fifa
youtube://HBStudiosDeveloper	"hbstudios","thirdparty","studio","america","pr","generic"	Official Youtube Channel of Hb Studios	http://www.hb-studios.com/#about	Fifa
twitter://hb_studios	"hbstudios","thirdparty","studio","america","pr","generic"	Official Twitter Account of Hb Studios	http://www.hb-studios.com/#about	Fifa
facebook://137258892982163	"headstronggames ","independent","studio","europe","pr","generic"	Official Facebook Page Headstrong Games	http://www.headstrong-games.com/main.html	The House of The Dead
twitter://HeadstrongGames	"headstronggames ","independent","studio","europe","pr","generic"	Official Twitter Account Headstrong Games	http://www.headstrong-games.com/main.html	The House of The Dead
facebook://111587242449	"hellogames","indie","studio","europe","pr","generic"	Official Facebook Page of Hello Games	http://www.hellogames.org/about-us/	Joe Danger
flickr://42847534@N04	"hellogames","indie","studio","europe","pr","generic"	Official Flickr Account of Hello Games	http://www.hellogames.org/about-us/	Joe Danger
http://feeds.feedburner.com/HelloGames	"hellogames","indie","studio","europe","pr","generic"	Official News Feed of Hello Games	http://www.hellogames.org/about-us/	Joe Danger
twitter://hellogames	"hellogames","indie","studio","europe","pr","generic"	Official Twitter Account Hello Games	http://www.hellogames.org/about-us/	Joe Danger
youtube://HelloGamesTube	"hellogames","indie","studio","europe","pr","generic"	Official Youtube Channel of Hello Games	http://www.hellogames.org/about-us/	Joe Danger
facebook://286944394659980	"highvoltage","independent","studio","america","pr","generic"	Official Facebook Page of High Voltage Software	http://www.high-voltage.com/	The Conduit
twitter://HVSGames	"highvoltage","independent","studio","america","pr","generic"	Official Twitter Account of High Voltage Software	http://www.high-voltage.com/	The Conduit
youtube://HighVoltageSoftware	"highvoltage","independent","studio","america","pr","generic"	Official Youtube Channel of High Voltage Software	http://www.high-voltage.com/	The Conduit
facebook://92082566210	"housemarque","independent","studio","europe","pr","generic"	Official Facebook Page of Housemarque	http://www.housemarque.com/about-us/company-story/	Super Stardust
http://feeds.feedburner.com/housemarque	"housemarque","independent","studio","europe","pr","generic"	Official News Feed of Housemarque	http://www.housemarque.com/about-us/company-story/	Super Stardust
twitter://Housemarque	"housemarque","independent","studio","europe","pr","generic"	Official Twitter Account of Housemarque	http://www.housemarque.com/about-us/company-story/	Super Stardust
youtube://housemarquegames	"housemarque","independent","studio","europe","pr","generic"	Official Youtube Channel of Housemarque	http://www.housemarque.com/about-us/company-story/	Super Stardust
facebook://256072430180	"humanhead","independent","studio","america","pr","generic"	Official Facebook Page of Human Head Studios	http://www.humanhead.com/company.html#about	Prey
twitter://humanheadgames	"humanhead","independent","studio","america","pr","generic"	Official Twitter Account of Human Head Studios	http://www.humanhead.com/company.html#about	Prey
twitter://NoogyTweet	,"indie",,"america","people","generic"	Official Twitter Account of Dean Dodrill: Independent Animator & Game Developer.		Dust: An Elysian Tale
twitter://ID_AA_Carmack	,,,"america","people","generic"	Official Twitter Account of John Carmack: Founder & Technical director of Id Software		Doom series
twitter://idSoftware	"idsoftware","thirdparty","studio","america","pr","generic"	Official Twitter Account of id Software		Doom series
twitter://romero	,,,"america","people","generic"	Official Twitter Account of John Romero: Game designer of Wolfenstein 3D, Doom and Quake		Doom series
twitter://infinite_ammo	"infiniteammo","indie","studio","america","pr","experimental"	Official Twitter Account of Infinite Ammo	http://infiniteammo.ca/about-2/	Aquaria
facebook://92819932488	"infinityward","thirdparty","studio","america","pr","generic"	Official Facebook Page of Infinity Ward	http://www.facebook.com/InfinityWardStudio/info	Call of Duty: Modern Warfare series
twitter://infinityward	"infinityward","thirdparty","studio","america","pr","generic"	Official Twitter Account of Infinity Ward	http://www.facebook.com/InfinityWardStudio/info	Call of Duty: Modern Warfare series
twitter://IWMarkRubin	,,,"america","people","generic"	Official Twitter Account of Mark Rubin: Executive Producer of Infinity Ward		
youtube://InfinityWard	"infinityward","thirdparty","studio","america","pr","generic"	Official Youtube Channel of Infinity Ward	http://www.facebook.com/InfinityWardStudio/info	Call of Duty: Modern Warfare series
facebook://91127584852	"insomniacgames","sony","studio","america","pr","generic"	Official Facebook Page of Insomniac Games	http://www.insomniacgames.com/about/	Rachet&Clank series
http://www.insomniacgames.com/category/research-development/feed/ 	"insomniacgames","sony","studio","america","devblog","generic"	Official News Feed of Insomniac Research & Development	http://www.insomniacgames.com/about/	Rachet&Clank series
http://www.insomniacgames.com/feed/ 	"insomniacgames","sony","studio","america","pr","generic"	Official News Feed of Insomniac Games	http://www.insomniacgames.com/about/	Rachet&Clank series
twitter://insomniacgames	"insomniacgames","sony","studio","america","pr","generic"	Official Twitter Account of Insomniac Games	http://www.insomniacgames.com/about/	Rachet&Clank series
youtube://insomgames	"insomniacgames","sony","studio","america","pr","generic"	Official Youtube Channel of Insomniac Games	http://www.insomniacgames.com/about/	Rachet&Clank series
twitter://InterplayGames	"interplaygames","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Interplay Games	http://www.interplay.com/about/index.php	MDK
http://feeds.feedburner.com/introversion_blog	"introversion","indie","studio","europe","pr","experimental"	Official News Feed of Introversion Software	http://www.introversion.co.uk/aboutus.html	Darwinia
twitter://IVSoftware	"introversion","indie","studio","europe","pr","experimental"	Official Twitter Account of Introversion Software	http://www.introversion.co.uk/aboutus.html	Darwinia
youtube://IVSoftware	"introversion","indie","studio","europe","pr","experimental"	Official Youtube Channel of Introversion Software	http://www.introversion.co.uk/aboutus.html	Darwinia
http://www.ioi.dk/?feed=rss2	"iointeractive","thirdparty","studio","europe","pr","generic"	Official News Feed of IO interactive	http://www.ioi.dk/?page_id=81	Hitman series
twitter://IOInteractive	"iointeractive","thirdparty","studio","europe","pr","generic"	Official Twitter Account of IO interactive	http://www.ioi.dk/?page_id=81	Hitman series
http://feeds.feedburner.com/irem_web	"iremsoftware","thirdparty","studio","japan","pr","japanese only"	Official News Feed of IREM SOFTWARE	http://www.irem.co.jp/e/company/index.html	R-Type
facebook://191346860973212	"iremsoftware","thirdparty","studio","japan","pr","japanese only"	Official Facebook Page of IREM SOFTWARE	http://www.irem.co.jp/e/company/index.html	R-Type
youtube://IREMSOFTWARE	"iremsoftware","thirdparty","studio","japan","pr","generic"	Official Youtube Channel of IREM SOFTWARE	http://www.irem.co.jp/e/company/index.html	R-Type
flickr://44791089@N03	"irrationalgames","thirdparty","studio","america","pr","generic"	Official Flickr Account of Irrational Games	http://irrationalgames.com/studio/	Bioshock series
http://irrationalgames.com/feed/	"irrationalgames","thirdparty","studio","america","pr","generic"	Official News Feed of Irrational Games	http://irrationalgames.com/studio/	Bioshock series
twitter://iglevine	,,,"america","people","generic"	Official Twitter Account of Ken Levine: Creative Director of Irrational Games		Bioshock series
facebook://293112665458	"irrationalgames","thirdparty","studio","america","pr","generic"	Official Facebook Page of Irrational Games	http://irrationalgames.com/studio/	Bioshock series
twitter://irrationalgames	"irrationalgames","thirdparty","studio","america","pr","generic"	Official Twitter Account of Irrational Games	http://irrationalgames.com/studio/	Bioshock series
twitter://therealsaibot	,,,"america","people","generic"	Official Twitter Account of John Tobias: Co-Creator of Mortal Kombat		Mortal Kombat series
twitter://Jonathan_Blow	,"indie",,"america","people","generic"	Official Twitter Account of Jonathan Blow		Braid
http://jordanmechner.com/feed/	,,,"america","people","generic"	Official News Feed of Jordan Mechner: Screenwriter and creator of Prince of Persia 		Prince of Persia series
twitter://jmechner	,,,"america","people","generic"	Official Twitter Account of Jordan Mechner: Screenwriter and creator of Prince of Persia 		Prince of Persia series
youtube://kleient	"kleientertainment","indie","studio","america","pr","generic"	Official Youtube Channel Account of Klei Entertainment	http://kleientertainment.com/about/	Shank
twitter://klei	"kleientertainment","indie","studio","america","pr","generic"	Official Twitter Account of Klei Entertainment	http://kleientertainment.com/about/	Shank
twitter://hideo_kojima_en	,,,"japan","people","generic"	Official Twitter Account of Hideo Kojima: Director of Kojima Productions		Metal Gear series
twitter://kojima_pro_live	"kojimaproductions","thirdparty","studio","japan","pr","generic"	Official Twitter Account of Kojima Productions	http://www.konami.jp/kojima_pro/english/	Metal Gear series
facebook://33404976120	"konami","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Konami	http://konami.com/about/	
twitter://konami	"konami","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Konami	http://konami.com/about/	
youtube://konami	"konami","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Konami	http://konami.com/about/	
facebook://137449482995423	,"indie",,"europe","people","generic"	Official Facebook Page of Konjak		Noitu Love
youtube://konjakonjak	,"indie",,"europe","people","generic"	Official Youtube Channel of Konjak		Noitu Love
http://www.konjak.org/rss.xml	,"indie",,"europe","people","generic"	Official News Feed of Konjak		Noitu Love
twitter://konjak	,"indie",,"europe","people","generic"	Official Twitter Account of Konjak		Noitu Love
facebook://154072634652943	"larianstudios","independent","studio","europe","pr","generic"	Official Facebook Page of Larian Studios	http://www.larian.com/company.php	Divinity series
twitter://larianstudios	"larianstudios","independent","studio","europe","pr","generic"	Official Twitter Account of Larian Studios	http://www.larian.com/company.php	Divinity series
youtube://LarianStudios	"larianstudios","independent","studio","europe","pr","generic"	Official Youtube Channel of Larian Studios	http://www.larian.com/company.php	Divinity series
facebook://120741978014469	"level5","thirdparty","publisher","japan","pr","generic"	Official Facebook Page of Level 5 IA	http://level5ia.com/company/	Professor Layton series
twitter://LEVEL5_IA	"level5","thirdparty","publisher","japan","pr","generic"	Official Twitter Account of Level 5 IA	http://level5ia.com/company/	Professor Layton series
youtube://Level5ch	"level5","thirdparty","publisher","japan","pr","generic"	Official Youtube Channel of Level 5 IA	http://level5ia.com/company/	Professor Layton series
facebook://181613441114	"lexisnumerique","independent","publisher","worldwide","pr","generic"	Official Facebook Page of Lexis Numerique	http://www.facebook.com/lexis.numerique/info	In Memoriam
twitter://LexisNumerique	"lexisnumerique","independent","publisher","worldwide","pr","generic"	Official Twitter Account of Lexis Numerique	http://www.facebook.com/lexis.numerique/info	In Memoriam
http://feeds.feedburner.com/LionheadStudios	"lionheadstudios","microsoft","studio","europe","pr","generic"	Official News Feed of Lionhead Studios	http://lionhead.com/about-lionhead/	Fable series
twitter://lionheadstudios	"lionheadstudios","microsoft","studio","europe","pr","generic"	Official Twitter Account of Lionhead Studios	http://lionhead.com/about-lionhead/	Fable series
youtube://LionheadStudios 	"lionheadstudios","microsoft","studio","europe","pr","generic"	Official Youtube Channel of Lionhead Studios	http://lionhead.com/about-lionhead/	Fable series
http://minotaurproject.co.uk/blog/?feed=rss2	"llamasoft","indie","studio","europe","pr","generic"	Official News Feed of Llamasoft	http://minotaurproject.co.uk/about.php	Attack of the Mutant Camels  
http://www.lucasarts.com/data/headlines.xml	"lucasarts","thirdparty","publisher","worldwide","pr","generic"	Official News Feed of Lucasarts	http://www.lucasarts.com/company/about/page1.html	Monkey Island series
facebook://101270363641	"majesco","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Majesco Entertainment	http://www.majescoent.com/content/about-majesco-entertainment	Zumba Fitness series
twitter://Majesco	"majesco","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Majesco Entertainment	http://www.majescoent.com/content/about-majesco-entertainment	Zumba Fitness series
youtube://MajescoGames	"majesco","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Majesco Entertainment	http://www.majescoent.com/content/about-majesco-entertainment	Zumba Fitness series
facebook://90826968327	"mediamolecule","sony","studio","europe","pr","generic"	Official Facebook Page of Media Molecule	http://www.mediamolecule.com/images/uploads/files/20100302-sony_computer_entertainment_acquires_media_molecule.pdf	Little Big Planet series
http://feeds.feedburner.com/MediaMoleculeBlog	"mediamolecule","sony","studio","europe","pr","generic"	Official News Feed of Media Molecule	http://www.mediamolecule.com/images/uploads/files/20100302-sony_computer_entertainment_acquires_media_molecule.pdf	Little Big Planet series
http://feeds.feedburner.com/MmLab	"mediamolecule","sony","studio","europe","devblog","generic"	Official Media Molecule Dev News Feed	http://www.mediamolecule.com/images/uploads/files/20100302-sony_computer_entertainment_acquires_media_molecule.pdf	Little Big Planet series
twitter://mediamolecule	"mediamolecule","sony","studio","europe","pr","generic"	Official Twitter Account of Media Molecule	http://www.mediamolecule.com/images/uploads/files/20100302-sony_computer_entertainment_acquires_media_molecule.pdf	Little Big Planet series
youtube://MediaMolecule 	"mediamolecule","sony","studio","europe","pr","generic"	Official Youtube Channel of Media Molecule	http://www.mediamolecule.com/images/uploads/files/20100302-sony_computer_entertainment_acquires_media_molecule.pdf	Little Big Planet series
twitter://mercurysteam	"mercurysteam","thirdparty","studio","europe","pr","generic"	Official Twitter Account of Mercury Steam	http://company.mercurysteam.com/html/?language_code=en	Castlevania: Lords of Shadow
facebook://367502717404	"microids","thirdparty","publisher","worldwide","pr","adventure"	Official Facebook Page of Microïds	http://www.facebook.com/microids/info	Still Life
twitter://microids_off	"microids","thirdparty","publisher","worldwide","pr","adventure"	Official Twitter Account of Microïds	http://www.facebook.com/microids/info	Still Life
youtube://anumaninteractive	"microids","thirdparty","publisher","worldwide","pr","adventure"	Official Youtube Channel of Microïds	http://www.facebook.com/microids/info	Still Life
facebook://16547831022	,"microsoft","publisher","worldwide","pr","xbox"	Official Facebook Page of Microsoft XBOX		
http://feeds.feedburner.com/MajorNelson	,,,"america","people","generic"	Official News Feed of Larry Hryb:  Director of Programming for XBOX Live		
twitter://majornelson	,,,"america","people","generic"	Official Twitter Account of Larry Hryb: Director of Programming for XBOX Live		
twitter://XBOX	,"microsoft","publisher","worldwide","pr","xbox"	Official Twitter Account of Microsoft XBOX		
youtube://xbox	,"microsoft","publisher","worldwide","pr","xbox"	Official Youtube Channel of Microsoft XBOX		
twitter://MilestoneItaly	"milestone","independent","studio","europe","pr","racing"	Official Twitter Account of Milestone	http://www.milestone.it/EN-us/company.htm	World Rally Championship  
facebook://1269086230	,,,"japan","people","generic"	Official Facebook Page of Hironobu Sakaguchi: Game Designer & Creator of the Final Fantasy Series		Final Fantasy series
facebook://404006412960321	"mistwalker","thirdparty","studio","japan","pr","generic"	Official Facebook Page of Mistwalker	http://www.mistwalkercorp.com/index.html	The Last Story
twitter://auuo	,,,"japan","people","generic"	Official Twitter Account of Hironobu Sakaguchi: Game Designer & Creator of the Final Fantasy Series		Final Fantasy series
twitter://mistwalker	"mistwalker","thirdparty","studio","japan","pr","generic"	Official Twitter Account of Mistwalker	http://www.mistwalkercorp.com/index.html	The Last Story
http://mojang.com/feed/	"mojang","independent","studio","europe","pr","generic"	Official News Feed of Mojang	http://mojang.com/about/	Minecraft
facebook://16607723841	"monolithproductions","thirdparty","studio","america","pr","generic"	Official Facebook Page of Monolith Productions	http://www.lith.com/Studio/	F.E.A.R. 2: Project Origin 
twitter://MonolithDev	"monolithproductions","thirdparty","studio","america","pr","generic"	Official Twitter Account of Monolith Productions	http://www.lith.com/Studio/	F.E.A.R. 2: Project Origin 
twitter://MONOLITHSOFT	"monolithsoft","thirdparty","studio","japan","pr","japanese only"	Official Twitter Account of Monolith Soft		Xenoblade Chronicles
facebook://220077224721514	"monolithsoft","thirdparty","studio","japan","pr","japanese only"	Official Facebook Page of Monolith Soft		Xenoblade Chronicles
tumblr://mossmouth	"mossmouth","indie","studio","america","pr","generic"	Official Tumblr Account of Mossmouth	http://www.mossmouth.com/	Spelunky
twitter://mossmouth	"mossmouth","indie","studio","america","pr","generic"	Official Twitter Account of Mossmouth	http://www.mossmouth.com/	Spelunky
facebook://49054165628	"namcobandai","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Namco Bandai	http://www.namcobandaigames.com/company	
http://www.uk.namcobandaigames.eu/feed/news	"namcobandai","thirdparty","publisher","worldwide","pr","generic"	Official News Feed of Namco Bandai	http://www.namcobandaigames.com/company	
twitter://namcogames	"namcobandai","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Namco Bandai Games	http://www.namcobandaigames.com/company	
youtube://NamcoBandaiGames	"namcobandai","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Namco Bandai	http://www.namcobandaigames.com/company	
youtube://NamcoBandaiGamesEU	"namcobandai","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Namco Bandai	http://www.namcobandaigames.com/company	
facebook://503301973024964	"nanaonsha","thirdparty","studio","japan","pr","generic"	Official Facebook Page of Nanaon-Sha Co	http://www.nanaon-sha.com/eng.html	PaRappa the Rapper
twitter://natsume_inc	"natsume","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Natsume	http://www.natsume.com/welcome/index.html	Harvest Moon series
facebook://94338588396	"natsume","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Natsume	http://www.natsume.com/welcome/index.html	Harvest Moon series
youtube://NatsumeUSA	"natsume","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Natsume	http://www.natsume.com/welcome/index.html	Harvest Moon series
facebook://57327290245	"naughtydog","sony","studio","america","pr","generic"	Official Facebook Page of Naughty Dog	http://www.naughtydog.com/company/	Uncharted series
flickr://28423600@N02	"naughtydog","sony","studio","america","pr","generic"	Official Flickr Album of Naughty Dog	http://www.naughtydog.com/company/	Uncharted series
http://feeds.feedburner.com/NaughtyDog	"naughtydog","sony","studio","america","pr","generic"	Official News Feed of Naughty Dog	http://www.naughtydog.com/company/	Uncharted series
twitter://Naughty_Dog	"naughtydog","sony","studio","america","pr","generic"	Official Twitter Account of Naughty Dog	http://www.naughtydog.com/company/	Uncharted series
youtube://NaughtyDog	"naughtydog","sony","studio","america","pr","generic"	Official Youtube Channel of Naughty Dog	http://www.naughtydog.com/company/	Uncharted series
twitter://noobde	,,,"america","people","generic"	Official Twitter Account of Ed Boon: Creative Director at NetherRealm Studios 		Injustice: Gods Among us
facebook://119902304857335	"nextlevelgames","independent","studio","america","pr","generic"	Official Facebook Page of Next Level Games	http://www.nextlevelgames.com/index.php	Luigi's Mansion: Dark moon
facebook://89413065963	"nicalis","independent","studio","america","pr","generic"	Official Facebook Page of Nicalis	http://www.nicalis.com/about.php#	Cave Story – Wii & 3DS version
http://blog.nicalis.com/feed/ 	"nicalis","independent","studio","america","pr","generic"	Official News Feed of Nicalis	http://www.nicalis.com/about.php#	Cave Story – Wii & 3DS version
twitter://nicalis	"nicalis","independent","studio","america","pr","generic"	Official Twitter Account of Nicalis	http://www.nicalis.com/about.php#	Cave Story – Wii & 3DS version
youtube://nicalisinc	"nicalis","independent","studio","america","pr","generic"	Official Youtube Channel of Nicalis	http://www.nicalis.com/about.php#	Cave Story – Wii & 3DS version
facebook://153034448093973	"nihonfalcom","thirdparty","studio","japan","pr","japanese only"	Official Facebook Page of Nihon Falcom	http://en.wikipedia.org/wiki/Nihon_Falcom	Dragon Slayer series
http://www.falcom.com/new.xml	"nihonfalcom","thirdparty","studio","japan","pr","japanese only"	Official News Feed of Nihon Falcom	http://en.wikipedia.org/wiki/Nihon_Falcom	Dragon Slayer series
twitter://NihonFalcom	"nihonfalcom","thirdparty","studio","japan","pr","japanese only"	Official Twitter Account of Nihon Falcom	http://en.wikipedia.org/wiki/Nihon_Falcom	Dragon Slayer series
youtube://NihonFalcomSince1981	"nihonfalcom","thirdparty","studio","japan","pr","japanese only"	Official Youtube Channel of Nihon Falcom	http://en.wikipedia.org/wiki/Nihon_Falcom	Dragon Slayer series
twitter://NinjaTheory	"ninjatheory","thirdparty","studio","europe","pr","generic"	Official Youtube Page of Ninja Theory	http://www.ninjatheory.com/about.php	Enslaved: Odissey to the West
youtube://OfficialNinjaTheory	"ninjatheory","thirdparty","studio","europe","pr","generic"	Official Twitter Account of Ninja Theory	http://www.ninjatheory.com/about.php	Enslaved: Odissey to the West
facebook://119240841493711	,"nintendo","publisher","worldwide","pr","generic"	Official Facebook Page of Nintendo		
http://www.nintendo.com/feed	,"nintendo","publisher","worldwide","pr","generic"	Official News Feed of Nintendo		
http://www.nintendo.com/gamefeed	,"nintendo","publisher","worldwide","pr","generic"	Official Nintendo Games News Feed		
twitter://NintendoAmerica	,"nintendo","publisher","worldwide","pr","generic"	Official Twitter Account of Nintendo		
youtube://3DSNintendo	,"nintendo","publisher","worldwide","pr","3ds"	Official Youtube Channel of Nintendo 3DS		
youtube://Nintendo	,"nintendo","publisher","worldwide","pr","generic"	Official Youtube Channel of Nintendo		
youtube://wiiu	,"nintendo","publisher","worldwide","pr","wiiu"	Official Youtube Channel of Nintendo Wii U		
twitter://NISAmerica	"nisamerica","thirdparty","distributor","worldwide","pr","generic"	Official Twitter Account of NIS America	http://nisamerica.com/index.php?nav=c	
twitter://NISAinEurope	"nisamerica","thirdparty","distributor","worldwide","pr","generic"	Official Twitter Account of NIS America in Europe	http://nisamerica.com/index.php?nav=c	
facebook://256055541894	"nisamerica","thirdparty","distributor","worldwide","pr","generic"	Official Facebook Account of NIS America in Europe	http://nisamerica.com/index.php?nav=c	
youtube://NISAmerica	"nisamerica","thirdparty","distributor","worldwide","pr","generic"	Official Youtube Channel of NIS America	http://nisamerica.com/index.php?nav=c	
facebook://133196759098	"nspace","independent","studio","america","pr","generic"	Official Facebook Page of n-Space	http://www.n-space.com/About.html	Heroes of Ruin
http://nspaceinc.wordpress.com/feed/	"nspace","independent","studio","america","pr","generic"	Official News Feed of n-Space	http://www.n-space.com/About.html	Heroes of Ruin
twitter://n_Space	"nspace","independent","studio","america","pr","generic"	Official Twitter Account of n-Space	http://www.n-space.com/About.html	Heroes of Ruin
facebook://82956101592	"obsidianentertainment","thirdparty","studio","america","pr","rpg"	Official Facebook Page of Obsidian Entertainment	http://www.obsidian.net/jobs/open-positions	Fallout New Vegas
